"","Camper ID","Age","2021 > Grade","Gender","School","Years at camp","Sibling count","Lead source","Primary family city","Primary family state","Primary family country","Primary family zip","Do you have a copy of this year’s catalog?","2021 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)","2021 > trip + section names (all)","2021 > Enrolled sibling count","2021 > Status","2021 > First enrollment request date","2021 > First enrollment date","2021 > Unenrollment date","2021 > Is your child attending with a friend?","2021 ^Student Eval","2021 ^Expectations","2021 ^Trip Length","2021 ^^Interested in Another Trip?","2021 ^^^Future Trip?","2021 ^^^^Leader Rating of Student","2022 > Status","2022 > trip code (ex. CAL 1, CAL 1A, CAL 1B, etc.) names (all)"
"98","4180","19","12th","Female","Westchester Country Day School","3","0","Friend","High Point","NC",,"27262",,"KEZ 3A","Kenya + Zanzibar 3",,"Enrolled","04-12-2022","04-22-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right",,,"5","Alumni",
"99","9668","17","9th","Male","Stevenson","3","0","Friend","Pacific Grove","CA",,"93950",,"DOL 3A","Dolomites 3",,"Enrolled","04-27-2022","04-28-2022",,"Yes","5","Exceeded expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","NLT 1A"
"100","9155","15","8th","Male","Orinda Intermediate School","1","0","Friend","Orinda","CA","United States","94563",,"ICE 2B","Iceland 2",,"Enrolled","11-30-2021","11-30-2021",,"Yes","3","Did not meet expectations","Too Long","Not Sure",,"5","Alumni",
"101","6687","16","9th","Female","The Lovett School","1","0","I'm a sibling of a Moondance Alumni","Atlanta","GA",,"30305",,"FIJ 3A","FIJ 3",,"Enrolled","08-17-2021","08-17-2021",,"Yes","4","Met expectations","Just Right","Not Sure",,"4","Alumni",
"102","2445","17","10th","Female","Spartanburg High School","4","1","Friend","Spartanburg","SC",,"29302",,"KEZ 1B","Kenya + Zanzibar 1",,"Enrolled","12-08-2021","12-10-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO","Off the Charts (Highest)","Enrolled","CHA 6A"
"103","6692","15","8th","Female","Collegiate School VA","3","1","Family","Richmond","VA",,"23226",,"BGW 3B","Big Wild 3",,"Enrolled","09-09-2021","09-22-2021",,"Yes","4","Met expectations","Just Right","Yes","FIJ","Off the Charts (Highest)","Enrolled","SAF 1B"
"104","9574","19","11th","Female","Cardinal Gibbons High School","1","1","Friend","Raleigh","NC",,"27614",,"MPU 1","Machu Picchu 1","1","Enrolled","03-18-2022","03-18-2022",,"No","5","Met expectations","Just Right","Not Sure",,"3","Alumni",
"105","9576","19","11th","Male","Cardinal Gibbons High School","1","1","Friend","Raleigh","NC",,"27614",,"SLO 1B","Slovenia 1","1","Enrolled","03-17-2022","03-17-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","KEZ","Off the Charts (Highest)","Alumni",
"106","3675","17","10th","Female","The Lovett School","3","2","I'm a Moondance Alumni","Atlanta","GA",,"30327",,"SAF 3A","South Africa 3","1","Enrolled","08-19-2021","09-16-2021","09-16-2021","Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","HWI; THA","5","Enrolled","THA 2B"
"107","8191","15","8th","Female","The Lovett School","3","2","I'm a Moondance Alumni","Atlanta","GA",,"30327",,"MAU 2B","Maui 2","1","Enrolled","08-19-2021","08-19-2021",,"No","5","Exceeded expectations","Too Short","Yes","SAF, HWI","Off the Charts (Highest)","Enrolled","SAF 2B"
"108","5279","19","12th","Female","Greensboro Day School","1","2","Friend","Greensboro","NC",,"27408","No","THA 2A","Thailand 2",,"Enrolled","08-19-2021","09-01-2021","09-01-2021","No","5","Met expectations","Just Right","No",,"5","Alumni",
"109","594","17","10th","Male","Myers Park HIgh School","1","1","Word of Mouth","Charlotte","NC",,"28207",,"HWI 2A","Hawaiian Islands 2",,"Enrolled","09-10-2021","09-13-2021",,"No","5","Met expectations","Just Right","No",,"Off the Charts (Highest)","Alumni",
"110","9568","15","7th","Female","Haas Academy","3","0","Family","Fayetteville","AR",,"72703",,"CAL 1B","California 1",,"Enrolled","03-12-2022","03-15-2022",,"No","5","Met expectations","Just Right","Yes","MAU, BCR, ICE, BGW","Off the Charts (Highest)","Enrolled","PNW 2B"
"111","6957","16","9th","Female","Loomis Chaffee","3","0","I'm a Moondance Alumni","Asheville","NC",,"28804",,"EGP 2B","Ecuador+Galapagos 2",,"Enrolled","08-13-2021","08-13-2021",,"Yes","5","Met expectations","Just Right","Yes","FIJ, THA","5","Enrolled","FIJ 1B"
"112","9122","17","9th","Male","Charlotte Latin School","1","2","Friend","Waxhaw","NC",,"28173",,"BGW 2A","Big Wild 2",,"Enrolled","11-11-2021","11-11-2021",,"Yes","4","Met expectations","Just Right","Not Sure","MAU","4","Alumni",
"113","7852","19","12th","Male","Mountain Brook High School","1","0","Friend","Birmingham","AL",,"35213",,"HWI 3A","Hawaiian Islands 3",,"Enrolled","09-09-2021","09-10-2021",,"Yes","5","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"114","7246","17","10th","Female","St. Josephs Academy","3","1","Friend","Baton Rouge","LA",,"70806",,"SAF 2A","South Africa 2",,"Enrolled","09-09-2021","02-04-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","KIL, FIJ","5","Enrolled","CHA 2A"
"115","7880","16","9th","Male","Potomac School","2","0","Friend","Alexandria","VA",,"22314",,"SPM 2A","Spain + Morocco 2",,"Enrolled","09-09-2021","09-10-2021",,"Yes",,,,,,"5","Enrolled","MAD 2"
"116","6958","16","9th","Female","San Ramon Valley High School","2","1","Word of Mouth","Danville","CA",,"94526",,"FIJ 3B","FIJ 3",,"Enrolled","08-12-2021","08-13-2021",,"Yes","5","Met expectations","Just Right","Not Sure","CRO","3","Alumni",
"117","5959","17","9th","Female","Providence High School","3","1","Friend","Charlotte","NC",,"28270",,"FIJ 3B","FIJ 3",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Not Sure",,"4","Enrolled","SAF 2A"
"118","8774","17","10th","Male","Porter Gaud School","2","1","Word of Mouth","Mount Pleasant","SC",,"29464",,"YEL 3","Yellowstone 3","1","Enrolled","09-14-2021","03-08-2022","03-08-2022","No","4","Met expectations","Just Right","No","SPM","5","Enrolled","DOL 3A"
"119","8564","16","8th","Female","Porter Gaud School","2","1","Word of Mouth","Mount Pleasant","SC",,"29464",,"BCO 3A","British Columbia 3","1","Enrolled","09-09-2021","09-23-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","SAF, FIJ","Off the Charts (Highest)","Enrolled","EGP 1B"
"120","4199","16","9th","Female","MICDS","1","0","Friend","St. Louis","MO",,"63124",,"EGP 2B","Ecuador+Galapagos 2",,"Enrolled","08-19-2021","01-24-2022","11-05-2021, 01-24-2022","No","5","Met expectations","Just Right","Yes","FIJ, KIL, THA","5","Alumni",
"121","8876","19","11th","Female","Atlanta Classical Academy","1","1","Friend","Atlanta","GA",,"30318",,"NLT 2B","Northern Lights 2","1","Enrolled","10-03-2021","10-04-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","YOS; CHA; NOR","Off the Charts (Highest)","Alumni",
"122","8875","16","9th","Female","Atlanta Classical Academy","1","1","Friend","Atlanta","GA",,"30318",,"CRO 2B","Croatia 2","1","Enrolled","10-03-2021","10-04-2021",,"Yes","5","Met expectations","Just Right","Not Sure","FIJ, SPM, THA","5","Alumni",
"123","8389","16","9th","Female","Harpeth Hall School","2","0","Friend","Nashville","TN",,"37215",,"BGW 3B","Big Wild 3",,"Enrolled","09-09-2021","09-21-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","HWI","Off the Charts (Highest)","Enrolled","HWI 2B"
"124","8642","16","9th","Female","Stratford Academy","3","1","Friend","Macon","GA",,"31210",,"MAU 2A","Maui 2",,"Enrolled","09-09-2021","01-25-2022",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","CRO, DOL, SAF, FIJ","5","Enrolled","SPM 1A"
"125","4584","17","9th","Male","Memphis University School","4","1","I'm a Moondance Alumni","Memphis","TN",,"38111",,"EGP 3B","Ecuador+Galapagos 3",,"Enrolled","08-18-2021","08-18-2021",,"Yes","Off the Charts (Highest)","Met expectations","Just Right","Yes","KEZ; THA","Off the Charts (Highest)","Enrolled","KEZ 3B"
"126","9378","18","11th","Female","Santa Fe Prep","1","0","Web Search","Santa Fe","NM",,"87505",,"SLO 3","Slovenia 3",,"Enrolled","01-23-2022","07-05-2022","06-30-2022","No","4","Met expectations","Just Right","Not Sure",,"5","Alumni",
"127","8349","14","7th","Female","Cathedral School","1","0","Friend","Raleigh","NC",,"27605",,"COT 3B","Colorado Trail 3",,"Enrolled","09-09-2021","09-13-2021",,"No","5","Exceeded expectations","Just Right","Yes","BCR; PNW","Off the Charts (Highest)","Alumni",
"128","2086","18","11th","Female","Hutchison School","4","0","Friend","Memphis","TN",,"38111",,"KEZ 1A","Kenya + Zanzibar 1",,"Enrolled","08-12-2021","08-13-2021",,"No","5","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"129","8487","15","8th","Male","The Lovett School","2","0","Friend","Atlanta","GA",,"30327",,"MAU 1B","Maui 1",,"Enrolled","09-09-2021","09-10-2021",,"No","4","Met expectations","Just Right","Not Sure","FIJ","5","Enrolled","FIJ 1A"
"130","7351","18","11th","Male","RJ Reynolds High School","3","0","I'm a sibling of a Moondance Alumni","Winston-Salem","NC",,"27106",,"NLT 1A","Northern Lights 1",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Not Sure",,"Off the Charts (Highest)","Enrolled","MYS 1"
"131","7274","16","8th","Female","The Westminster Schools","2","0","Friend","Atlanta","GA",,"30305",,"BCO 1C","British Columbia 1",,"Enrolled","09-09-2021","09-09-2021",,"No","4","Met expectations","Too Short","Yes","CHA","5","Enrolled","CRO 2B"
"132","5207","18","11th","Male","Bishop McGuinness High School","2","1","Friend","Winston-Salem","NC","United States","27104",,"MPU 1","Machu Picchu 1","1","Enrolled","08-12-2021","02-02-2022","02-02-2022","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"133","8166","16","9th","Female","RJ Reynolds High School","2","1","Friend","Winston-Salem","NC","United States","27104",,"MAU 1A","Maui 1","1","Enrolled","08-19-2021","08-19-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes",,"Off the Charts (Highest)","Enrolled","EGP 2A"
"134","3332","18","11th","Male","Myers Park High School","3","0","I'm a sibling of a Moondance Alumni","Charlotte","NC",,"28211",,"SLO 2A","SLO 2",,"Enrolled","08-12-2021","08-19-2021","08-19-2021","No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","NOR, CHA","Off the Charts (Highest)","Alumni",
"135","3488","17","9th","Female","Myers Park High School","4","2","Friend","Charlotte","NC",,"28207",,"CRO 2A","Croatia 2",,"Enrolled","08-12-2021","08-12-2021",,"No","3","Met expectations","Too Short","Yes","HWI, FIJ","5","Enrolled","KEZ 3B"
"136","9601","13","6th","Female","Louisville Collegiate School","1","0","Friend","Louisville","KY",,"40205",,"COT 1A","Colorado Trail 1",,"Enrolled","03-23-2022","03-23-2022",,"No","5","Met expectations","Just Right","Yes","FIJ, BCO, MAU","5","Alumni",
"137","8591","16","9th","Male","Cary Academy","1","1","Friend","Raleigh","NC","United States","27608",,"BGW 3A","Big Wild 3",,"Enrolled","09-09-2021","09-09-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"138","4288","19","11th","Male","John Burroughs School","2","1","Summer Opportunities Fair","St. Louis","MO",,"63117",,"HWI 3A","Hawaiian Islands 3",,"Enrolled","08-17-2021","08-17-2021",,"Yes","5","Met expectations","Just Right",,,"Off the Charts (Highest)","Alumni",
"139","9245","16","8th","Female","Bay High School","2","0","Family","Lynn Haven","FL",,"32444",,"BGW 1C","Big Wild 1",,"Enrolled","12-21-2021","02-03-2022",,"No","5","Exceeded expectations","Just Right","Yes","ICE, SAF, BCR","5","Enrolled","EGP 2A"
"140","8885","16","9th","Male","John Burroughs School","1","0","Friend","Lake St. Louis","MO",,"63367",,"FIJ 1B","Fiji 1",,"Enrolled","09-27-2021","09-27-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","NLT","5","Alumni",
"141","5530","15","8th","Female","Potomac School","4","0","Friend","McLean","VA",,"22101",,"MAU 3A","Maui 3",,"Enrolled","08-12-2021","08-12-2021",,"Yes","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","EGP, FIJ","5","Enrolled","EGP 3B"
"142","1543","19","12th","Male","Summit Country Day","4","2","Family","Cincinnati","OH",,"45208",,"KIL 4","Kilimanjaro 4","2","Enrolled","08-16-2021","08-16-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right",,,"Off the Charts (Highest)","Alumni",
"143","6662","15","8th","Male","Summit Country Day","3","2","Family","Cincinnati","OH",,"45208",,"CAN 3","Canyonlands 3","2","Enrolled","08-20-2021","08-20-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","FIJ, SAF, ICE","5","Enrolled","SAF 3B"
"144","5420","17","10th","Female","Summit Country Day","3","2","Family","Cincinnati","OH",,"45208",,"SAF 3A","South Africa 3","2","Enrolled","08-13-2021","08-16-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Yes","THA; MPU","5","Enrolled","MAD 2"
"145","7478","17","10th","Female","Hough High School","2","1","Friend","Davidson","NC",,"28036",,"OLY 3","The Olympics 3",,"Enrolled","09-09-2021","09-10-2021",,"No",,,,,,"4","Enrolled","KEZ 3A"
"146","8563","14","7th","Female","The Westminster Schools","3","1","Friend","Atlanta","GA",,"30305",,"CAL 3B","California 3",,"Enrolled","09-09-2021","09-09-2021",,"Yes","5","Exceeded expectations","Just Right","Yes","ICE, MAU","Off the Charts (Highest)","Enrolled","ICE 2A"
"147","5375","16","9th","Male","Episcopal School of Baton Rouge","4","0","Friend","Baton Rouge","LA",,"70810",,"BCR 1C","Belize+Costa Rica 1",,"Enrolled","08-13-2021","08-13-2021",,"No","4","Met expectations","Just Right","Yes","NOR","3","Enrolled","SLO 2A"
"148","9239","16","9th","Male","Midtown High School","2","2","Competitor","Atlanta","GA",,"30306",,"MID 2","Midnight Sun 2",,"Enrolled","12-16-2021","12-16-2021",,"No","5","Met expectations","Just Right","Yes",,"4","Enrolled","HWI 2A"
"149","5790","17","10th","Female","Ensworth School","1","0","Friend","Franklin","TN","United States","37069",,"FIJ 1A","Fiji 1",,"Enrolled","08-17-2021","08-17-2021",,"No","5","Met expectations","Just Right","Yes","THA","5","Cancelled",
"150","8951","16","6th","Male","MBA - Montgomery Bell Academy","2","1","Friend","Nashville","TN",,"37205",,"COT 3B","Colorado Trail 3","1","Enrolled","10-06-2021","10-06-2021",,"No","3","Met expectations","Too Long","Not Sure",,"Off the Charts (Highest)","Alumni",
"151","8542","16","8th","Female","Harpeth Hall School","3","1","Friend","Nashville","TN",,"37205",,"BCO 3A","British Columbia 3","1","Enrolled","09-09-2021","09-14-2021",,"No","4","Met expectations","Just Right","Yes","SAF, MID, NLT","Off the Charts (Highest)","Enrolled","SPM 3B"
"152","5158","18","11th","Female","St. Frederick High School","1","0","Friend","Monroe","LA",,"71201",,"SLO 3","Slovenia 3",,"Enrolled","08-17-2021","08-17-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","KEZ","Off the Charts (Highest)","Alumni",
"153","7248","15","9th","Male","Vail Mountain School","2","0","Friend","Edwards","CO",,"81632",,"FIJ 2A","Fiji 2",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","THA; HWI","3","Alumni",
"154","7511","16","9th","Male","Cambridge High School","3","2","Friend","Alpharetta","GA",,"30004",,"MAU 2A","Maui 2","1","Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Met expectations","Just Right","Not Sure","ICE, SAF","5","Enrolled","KEZ 3B"
"155","7273","19","12th","Female","Cambridge High School","2","2","Friend","Alpharetta","GA",,"30004",,"NOR 2","Norway 2","1","Enrolled","08-12-2021","08-12-2021",,"No","5","Exceeded expectations","Just Right",,,"Off the Charts (Highest)","Alumni",
"156","9212","16","9th","Male","Carrboro High School","2","0","Word of Mouth","Chapel Hill","NC",,"27517",,"BGW 1A","Big Wild 1",,"Enrolled","12-06-2021","12-06-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Not Sure","YOS","5","Alumni",
"157","704","19","11th","Female","John Burroughs School","5","0","I'm a Moondance Alumni","St. Louis","MO",,"63131","No","CHA 2A","Chamonix Alps 2",,"Enrolled","08-13-2021","08-13-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Just Right","Yes","MYS","Off the Charts (Highest)","Enrolled","KIL 2"
"158","8167","18","10th","Female","Ensworth School","1","1","Friend","Franklin","TN",,"37069",,"FIJ 2A","Fiji 2","1","Enrolled","08-18-2021","08-19-2021",,"No","4","Met expectations","Just Right","Not Sure",,"3","Alumni",
"159","9199","15","7th","Male","MBA - Montgomery Bell Academy","3","1","Friend","Franklin","TN",,"37069",,"BCO 2A","British Columbia 2","1","Enrolled","11-30-2021","11-30-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","MAU","Off the Charts (Highest)","Enrolled","BCR 2B"
"160","4855","17","9th","Male","SHHS","2","0","Friend","San Francisco","CA",,"94118",,"EGP 2A","Ecuador+Galapagos 2",,"Enrolled","03-17-2022","04-01-2022",,"No","4","Met expectations","Just Right","Not Sure","HWI","3","Alumni",
"161","3711","18","11th","Male","Academy of Richmond County","3","2","I'm a Moondance Alumni","Augusta","GA",,"30904",,"HWI 3A","Hawaiian Islands 3",,"Enrolled","01-13-2022","01-13-2022",,"Yes","5","Exceeded expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"162","5466","17","10th","Female","Harpeth Hall School","3","0","Word of Mouth","Nashville","TN","United States","37204",,"SPM 3A","Spain+Morocco 3",,"Enrolled","08-12-2021","08-13-2021",,"No","5","Exceeded expectations","Just Right","Yes","KIL, CHA","5","Enrolled","KIL 4"
"163","9040","17","9th","Female","Harpeth Hall School","1","1","Friend","Nashville","TN",,"37205",,"MID 1","Midnight Sun 1",,"Enrolled","10-24-2021","10-28-2021",,"No","4","Met expectations","Just Right","Not Sure",,"Off the Charts (Highest)","Alumni",
"164","7101","17","9th","Female","Choate Rosemary Hall","3","2","Family","Charlotte","NC",,"28211","No","ICE 3A","Iceland 3",,"Enrolled","08-12-2021","08-12-2021",,"No","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes","CHA","Off the Charts (Highest)","Enrolled","KIL 2"
"165","971","19","12th","Male","Spartanburg Day School","4","1","I'm a Moondance Alumni","Spartanburg","SC",,"29302","Yes","KIL 4","Kilimanjaro 4",,"Enrolled","01-24-2022","01-24-2022",,"Yes","5","Met expectations","Just Right",,,"3","Alumni",
"166","6870","16","9th","Female","Greenfield School","2","0","Friend","Wilson","NC",,"27893",,"BCR 2A","Belize+Costa Rica 2",,"Enrolled","08-12-2021","11-15-2021","09-13-2021, 11-15-2021","Yes","Off the Charts (Highest)","Exceeded expectations","Too Short","Yes",,"Off the Charts (Highest)","Alumni",
"167","8045","17","10th","Female","The Westminster Schools","1","1","Friend","Atlanta","GA",,"30328",,"MID 3","MID3","1","Enrolled","08-19-2021","10-19-2021","10-19-2021","No","4","Met expectations","Just Right","Not Sure","FIJ","4","Alumni",
